order_id,customer_id,customer_location,customer_region,product_sku,product_name,quantity,order_value,customer_tier,order_date,promised_delivery_date
ORD-1166,CUST-0166,General Santos,Mindanao,SKU-SPEAKER-011,Bluetooth Speaker,2,15147,Platinum,2026-07-03,2026-07-07
ORD-1167,CUST-0167,Bacolod City,Visayas,SKU-PRINTER-009,Office Printer,1,16578,Platinum,2026-07-06,2026-07-11
ORD-1168,CUST-0168,Clark,Luzon,SKU-MOUSE-008,Gaming Mouse,2,7393,Gold,2026-07-05,2026-07-10
ORD-1169,CUST-0169,Manila,Metro Manila,SKU-MONITOR-005,27-inch Monitor,1,13968,Silver,2026-07-04,2026-07-07
ORD-1170,CUST-0170,Tagaytay,Luzon,SKU-PHONE-002,Smartphone X,1,28468,Gold,2026-07-03,2026-07-05
ORD-1171,CUST-0171,Baguio City,Luzon,SKU-PHONE-002,Smartphone X,4,119947,Bronze,2026-07-06,2026-07-10
ORD-1172,CUST-0172,Baguio City,Luzon,SKU-LAPTOP-001,Laptop Pro 14,1,47939,Silver,2026-07-05,2026-07-10
ORD-1173,CUST-0173,Quezon City,Metro Manila,SKU-CAMERA-006,Action Camera,4,150990,Gold,2026-07-04,2026-07-08
ORD-1174,CUST-0174,Davao City,Mindanao,SKU-MOUSE-008,Gaming Mouse,2,6654,Bronze,2026-07-06,2026-07-08
ORD-1175,CUST-0175,Pasig City,Metro Manila,SKU-LAPTOP-001,Laptop Pro 14,1,47397,Gold,2026-07-05,2026-07-06
ORD-1176,CUST-0176,Davao City,Mindanao,SKU-PHONE-002,Smartphone X,1,29645,Silver,2026-07-06,2026-07-07
ORD-1177,CUST-0177,Batangas City,Luzon,SKU-ROUTER-010,WiFi Router,1,8396,Gold,2026-07-02,2026-07-05
ORD-1178,CUST-0178,Quezon City,Metro Manila,SKU-ROUTER-010,WiFi Router,1,8169,Silver,2026-07-01,2026-07-04
ORD-1179,CUST-0179,General Santos,Mindanao,SKU-PHONE-002,Smartphone X,4,113245,Silver,2026-06-29,2026-07-01
ORD-1180,CUST-0180,Zamboanga City,Mindanao,SKU-CAMERA-006,Action Camera,1,40766,Bronze,2026-06-30,2026-07-02
ORD-1181,CUST-0181,Taguig City,Metro Manila,SKU-ROUTER-010,WiFi Router,2,16898,Silver,2026-06-29,2026-07-01
ORD-1182,CUST-0182,Cebu City,Visayas,SKU-SPEAKER-011,Bluetooth Speaker,1,6899,Gold,2026-07-01,2026-07-05
ORD-1183,CUST-0183,Clark,Luzon,SKU-LAPTOP-001,Laptop Pro 14,1,47569,Bronze,2026-07-02,2026-07-06
ORD-1184,CUST-0184,Davao City,Mindanao,SKU-PRINTER-009,Office Printer,1,17814,Gold,2026-07-06,2026-07-08
ORD-1185,CUST-0185,Iloilo City,Visayas,SKU-MONITOR-005,27-inch Monitor,1,15281,Gold,2026-07-04,2026-07-06
ORD-1186,CUST-0186,Baguio City,Luzon,SKU-KEYBOARD-007,Mechanical Keyboard,2,12081,Platinum,2026-07-05,2026-07-07
ORD-1187,CUST-0187,Batangas City,Luzon,SKU-CAMERA-006,Action Camera,4,149800,Silver,2026-06-30,2026-07-03
ORD-1188,CUST-0188,Cebu City,Visayas,SKU-PRINTER-009,Office Printer,1,16827,Bronze,2026-07-04,2026-07-07
ORD-1189,CUST-0189,Baguio City,Luzon,SKU-TABLET-003,Tablet Air,2,47014,Silver,2026-06-29,2026-07-02
ORD-1190,CUST-0190,Baguio City,Luzon,SKU-MONITOR-005,27-inch Monitor,2,29953,Gold,2026-06-29,2026-06-30
ORD-1191,CUST-0191,General Santos,Mindanao,SKU-PRINTER-009,Office Printer,3,52478,Gold,2026-06-29,2026-06-30
ORD-1192,CUST-0192,Clark,Luzon,SKU-LAPTOP-001,Laptop Pro 14,1,51524,Bronze,2026-07-04,2026-07-06
ORD-1193,CUST-0193,Makati City,Metro Manila,SKU-ROUTER-010,WiFi Router,1,8918,Silver,2026-07-04,2026-07-06
ORD-1194,CUST-0194,Manila,Metro Manila,SKU-PRINTER-009,Office Printer,1,16400,Silver,2026-07-03,2026-07-05
ORD-1195,CUST-0195,Cebu City,Visayas,SKU-MOUSE-008,Gaming Mouse,1,3443,Platinum,2026-06-30,2026-07-02
ORD-1196,CUST-0196,Clark,Luzon,SKU-HEADSET-004,Wireless Headset,5,21772,Silver,2026-07-06,2026-07-08
ORD-1197,CUST-0197,Pasig City,Metro Manila,SKU-MOUSE-008,Gaming Mouse,1,3765,Gold,2026-06-30,2026-07-04
ORD-1198,CUST-0198,Cagayan de Oro,Mindanao,SKU-SPEAKER-011,Bluetooth Speaker,1,7636,Bronze,2026-07-03,2026-07-07
ORD-1199,CUST-0199,Cebu City,Visayas,SKU-CAMERA-006,Action Camera,1,38250,Bronze,2026-07-02,2026-07-06
ORD-1200,CUST-0200,Batangas City,Luzon,SKU-LAPTOP-001,Laptop Pro 14,1,49042,Silver,2026-07-06,2026-07-10
ORD-1201,CUST-0201,Pasig City,Metro Manila,SKU-PHONE-002,Smartphone X,1,29399,Platinum,2026-07-06,2026-07-09
ORD-1202,CUST-0202,Pasig City,Metro Manila,SKU-TABLET-003,Tablet Air,5,111898,Gold,2026-07-06,2026-07-08
ORD-1203,CUST-0203,Manila,Metro Manila,SKU-PRINTER-009,Office Printer,2,36325,Bronze,2026-07-01,2026-07-03
ORD-1204,CUST-0204,Makati City,Metro Manila,SKU-PHONE-002,Smartphone X,1,29181,Silver,2026-07-01,2026-07-03
ORD-1205,CUST-0205,General Santos,Mindanao,SKU-PRINTER-009,Office Printer,3,54790,Gold,2026-07-03,2026-07-04
ORD-1206,CUST-0206,Tacloban City,Visayas,SKU-TABLET-003,Tablet Air,2,42764,Gold,2026-06-30,2026-07-03
ORD-1207,CUST-0207,Manila,Metro Manila,SKU-TABLET-003,Tablet Air,2,45023,Gold,2026-07-04,2026-07-08
ORD-1208,CUST-0208,Quezon City,Metro Manila,SKU-PHONE-002,Smartphone X,1,29391,Gold,2026-07-03,2026-07-06
ORD-1209,CUST-0209,Baguio City,Luzon,SKU-ROUTER-010,WiFi Router,2,16817,Silver,2026-07-03,2026-07-06
ORD-1210,CUST-0210,Bacolod City,Visayas,SKU-SPEAKER-011,Bluetooth Speaker,1,7229,Silver,2026-06-29,2026-06-30
ORD-1211,CUST-0211,Clark,Luzon,SKU-HEADSET-004,Wireless Headset,1,4778,Bronze,2026-07-04,2026-07-07
ORD-1212,CUST-0212,Zamboanga City,Mindanao,SKU-TABLET-003,Tablet Air,2,44468,Silver,2026-06-30,2026-07-02
ORD-1213,CUST-0213,Tacloban City,Visayas,SKU-MOUSE-008,Gaming Mouse,1,3718,Bronze,2026-07-03,2026-07-08
ORD-1214,CUST-0214,Baguio City,Luzon,SKU-HEADSET-004,Wireless Headset,4,18787,Platinum,2026-07-04,2026-07-09
ORD-1215,CUST-0215,Iloilo City,Visayas,SKU-TABLET-003,Tablet Air,1,22322,Silver,2026-07-06,2026-07-10
ORD-1216,CUST-0216,Pasig City,Metro Manila,SKU-KEYBOARD-007,Mechanical Keyboard,1,5929,Platinum,2026-07-02,2026-07-05
ORD-1217,CUST-0217,Davao City,Mindanao,SKU-MOUSE-008,Gaming Mouse,2,6657,Gold,2026-07-06,2026-07-08
ORD-1218,CUST-0218,Taguig City,Metro Manila,SKU-KEYBOARD-007,Mechanical Keyboard,1,6184,Silver,2026-07-04,2026-07-08
ORD-1219,CUST-0219,Zamboanga City,Mindanao,SKU-LAPTOP-001,Laptop Pro 14,2,97493,Bronze,2026-07-03,2026-07-04
ORD-1220,CUST-0220,San Fernando,Luzon,SKU-MONITOR-005,27-inch Monitor,3,41871,Gold,2026-06-30,2026-07-01
ORD-1221,CUST-0221,General Santos,Mindanao,SKU-CAMERA-006,Action Camera,2,79262,Silver,2026-07-01,2026-07-02
ORD-1222,CUST-0222,Tagaytay,Luzon,SKU-LAPTOP-001,Laptop Pro 14,1,48840,Bronze,2026-07-04,2026-07-08
ORD-1223,CUST-0223,Manila,Metro Manila,SKU-ROUTER-010,WiFi Router,3,27508,Bronze,2026-07-04,2026-07-05
ORD-1224,CUST-0224,Davao City,Mindanao,SKU-ROUTER-010,WiFi Router,1,8406,Gold,2026-07-06,2026-07-09
ORD-1225,CUST-0225,Quezon City,Metro Manila,SKU-CAMERA-006,Action Camera,1,41089,Bronze,2026-07-05,2026-07-08
ORD-1226,CUST-0226,Quezon City,Metro Manila,SKU-ROUTER-010,WiFi Router,1,8719,Platinum,2026-07-02,2026-07-05
ORD-1227,CUST-0227,Cebu City,Visayas,SKU-PRINTER-009,Office Printer,2,35308,Gold,2026-07-05,2026-07-06
ORD-1228,CUST-0228,Makati City,Metro Manila,SKU-ROUTER-010,WiFi Router,4,34151,Bronze,2026-06-29,2026-07-01
ORD-1229,CUST-0229,Baguio City,Luzon,SKU-SSD-012,External SSD,1,10247,Silver,2026-07-06,2026-07-10
ORD-1230,CUST-0230,Makati City,Metro Manila,SKU-SSD-012,External SSD,1,9919,Bronze,2026-07-04,2026-07-09
ORD-1231,CUST-0231,Zamboanga City,Mindanao,SKU-CAMERA-006,Action Camera,4,161906,Silver,2026-07-04,2026-07-07
ORD-1232,CUST-0232,Tacloban City,Visayas,SKU-ROUTER-010,WiFi Router,1,8323,Platinum,2026-07-03,2026-07-06
ORD-1233,CUST-0233,Davao City,Mindanao,SKU-MONITOR-005,27-inch Monitor,2,28864,Gold,2026-07-06,2026-07-08
ORD-1234,CUST-0234,Tacloban City,Visayas,SKU-MONITOR-005,27-inch Monitor,1,14518,Gold,2026-07-05,2026-07-09
ORD-1235,CUST-0235,General Santos,Mindanao,SKU-TABLET-003,Tablet Air,1,22165,Silver,2026-06-30,2026-07-02
ORD-1236,CUST-0236,Tacloban City,Visayas,SKU-SSD-012,External SSD,1,10196,Bronze,2026-07-03,2026-07-08
ORD-1237,CUST-0237,Manila,Metro Manila,SKU-PHONE-002,Smartphone X,2,59789,Silver,2026-07-02,2026-07-03
ORD-1238,CUST-0238,Bacolod City,Visayas,SKU-SPEAKER-011,Bluetooth Speaker,1,6934,Bronze,2026-07-04,2026-07-07
ORD-1239,CUST-0239,Manila,Metro Manila,SKU-LAPTOP-001,Laptop Pro 14,4,205738,Platinum,2026-07-01,2026-07-03
ORD-1240,CUST-0240,Batangas City,Luzon,SKU-MOUSE-008,Gaming Mouse,2,7237,Gold,2026-07-03,2026-07-05
ORD-1241,CUST-0241,Pasig City,Metro Manila,SKU-SPEAKER-011,Bluetooth Speaker,2,14007,Silver,2026-06-29,2026-07-04
ORD-1242,CUST-0242,Cebu City,Visayas,SKU-LAPTOP-001,Laptop Pro 14,5,251368,Silver,2026-07-06,2026-07-07
ORD-1243,CUST-0243,Davao City,Mindanao,SKU-LAPTOP-001,Laptop Pro 14,1,47690,Silver,2026-06-30,2026-07-05
ORD-1244,CUST-0244,Clark,Luzon,SKU-SPEAKER-011,Bluetooth Speaker,1,7278,Silver,2026-07-01,2026-07-05
ORD-1245,CUST-0245,Iloilo City,Visayas,SKU-PHONE-002,Smartphone X,1,26651,Gold,2026-07-03,2026-07-06
ORD-1246,CUST-0246,Cagayan de Oro,Mindanao,SKU-MONITOR-005,27-inch Monitor,2,29957,Gold,2026-07-01,2026-07-04
ORD-1247,CUST-0247,Zamboanga City,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,1,6003,Bronze,2026-06-30,2026-07-01
ORD-1248,CUST-0248,Cagayan de Oro,Mindanao,SKU-HEADSET-004,Wireless Headset,1,4833,Silver,2026-07-06,2026-07-10
ORD-1249,CUST-0249,Davao City,Mindanao,SKU-ROUTER-010,WiFi Router,2,16287,Bronze,2026-07-04,2026-07-07
ORD-1250,CUST-0250,Taguig City,Metro Manila,SKU-MOUSE-008,Gaming Mouse,1,3615,Silver,2026-07-03,2026-07-06
ORD-1251,CUST-0251,Davao City,Mindanao,SKU-CAMERA-006,Action Camera,2,78713,Bronze,2026-07-01,2026-07-03
ORD-1252,CUST-0252,General Santos,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,2,12876,Platinum,2026-07-02,2026-07-06
ORD-1253,CUST-0253,Pasig City,Metro Manila,SKU-PRINTER-009,Office Printer,1,16397,Gold,2026-06-30,2026-07-05
ORD-1254,CUST-0254,San Fernando,Luzon,SKU-PRINTER-009,Office Printer,1,17299,Silver,2026-07-01,2026-07-03
ORD-1255,CUST-0255,Taguig City,Metro Manila,SKU-SPEAKER-011,Bluetooth Speaker,1,7256,Silver,2026-06-30,2026-07-04
ORD-1256,CUST-0256,Makati City,Metro Manila,SKU-MOUSE-008,Gaming Mouse,1,3631,Silver,2026-06-29,2026-07-02
ORD-1257,CUST-0257,Davao City,Mindanao,SKU-SSD-012,External SSD,1,10046,Silver,2026-06-29,2026-07-02
ORD-1258,CUST-0258,Makati City,Metro Manila,SKU-KEYBOARD-007,Mechanical Keyboard,1,5945,Bronze,2026-06-29,2026-07-04
ORD-1259,CUST-0259,Batangas City,Luzon,SKU-LAPTOP-001,Laptop Pro 14,1,51704,Bronze,2026-07-01,2026-07-05
ORD-1260,CUST-0260,Baguio City,Luzon,SKU-CAMERA-006,Action Camera,5,202557,Silver,2026-07-05,2026-07-07
ORD-1261,CUST-0261,San Fernando,Luzon,SKU-TABLET-003,Tablet Air,2,44048,Silver,2026-07-01,2026-07-06
ORD-1262,CUST-0262,Manila,Metro Manila,SKU-SSD-012,External SSD,5,49499,Gold,2026-06-29,2026-07-04
ORD-1263,CUST-0263,San Fernando,Luzon,SKU-KEYBOARD-007,Mechanical Keyboard,1,6015,Gold,2026-07-02,2026-07-04
ORD-1264,CUST-0264,Iloilo City,Visayas,SKU-SSD-012,External SSD,2,21005,Bronze,2026-07-05,2026-07-08
ORD-1265,CUST-0265,Quezon City,Metro Manila,SKU-HEADSET-004,Wireless Headset,1,4668,Bronze,2026-06-29,2026-07-01
ORD-1266,CUST-0266,Makati City,Metro Manila,SKU-HEADSET-004,Wireless Headset,2,9432,Silver,2026-07-02,2026-07-05
ORD-1267,CUST-0267,Makati City,Metro Manila,SKU-TABLET-003,Tablet Air,1,23109,Silver,2026-07-04,2026-07-07
ORD-1268,CUST-0268,Cagayan de Oro,Mindanao,SKU-HEADSET-004,Wireless Headset,1,4435,Bronze,2026-07-02,2026-07-04
ORD-1269,CUST-0269,San Fernando,Luzon,SKU-ROUTER-010,WiFi Router,3,24380,Platinum,2026-07-05,2026-07-08
ORD-1270,CUST-0270,General Santos,Mindanao,SKU-SPEAKER-011,Bluetooth Speaker,2,14444,Gold,2026-07-04,2026-07-07
ORD-1271,CUST-0271,Davao City,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,1,6132,Silver,2026-07-02,2026-07-06
ORD-1272,CUST-0272,Manila,Metro Manila,SKU-MOUSE-008,Gaming Mouse,3,10158,Silver,2026-07-05,2026-07-08
ORD-1273,CUST-0273,Bacolod City,Visayas,SKU-MONITOR-005,27-inch Monitor,1,13949,Gold,2026-07-06,2026-07-10
ORD-1274,CUST-0274,Iloilo City,Visayas,SKU-LAPTOP-001,Laptop Pro 14,1,46774,Gold,2026-06-29,2026-07-03
ORD-1275,CUST-0275,San Fernando,Luzon,SKU-HEADSET-004,Wireless Headset,1,4806,Platinum,2026-07-04,2026-07-06
ORD-1276,CUST-0276,Iloilo City,Visayas,SKU-HEADSET-004,Wireless Headset,4,18727,Bronze,2026-07-06,2026-07-11
ORD-1277,CUST-0277,Iloilo City,Visayas,SKU-KEYBOARD-007,Mechanical Keyboard,3,18960,Silver,2026-07-03,2026-07-05
ORD-1278,CUST-0278,General Santos,Mindanao,SKU-MONITOR-005,27-inch Monitor,1,15288,Silver,2026-07-06,2026-07-08
ORD-1279,CUST-0279,Batangas City,Luzon,SKU-CAMERA-006,Action Camera,3,124292,Silver,2026-07-05,2026-07-06
ORD-1280,CUST-0280,Manila,Metro Manila,SKU-LAPTOP-001,Laptop Pro 14,1,46824,Platinum,2026-07-05,2026-07-07
ORD-1281,CUST-0281,Bacolod City,Visayas,SKU-KEYBOARD-007,Mechanical Keyboard,2,13104,Bronze,2026-07-04,2026-07-06
ORD-1282,CUST-0282,Batangas City,Luzon,SKU-MOUSE-008,Gaming Mouse,1,3573,Gold,2026-07-01,2026-07-02
ORD-1283,CUST-0283,Cebu City,Visayas,SKU-PRINTER-009,Office Printer,5,81571,Platinum,2026-06-29,2026-07-03
ORD-1284,CUST-0284,Makati City,Metro Manila,SKU-LAPTOP-001,Laptop Pro 14,1,46542,Gold,2026-07-02,2026-07-03
ORD-1285,CUST-0285,Iloilo City,Visayas,SKU-PRINTER-009,Office Printer,1,16184,Bronze,2026-07-06,2026-07-09
ORD-1286,CUST-0286,San Fernando,Luzon,SKU-PRINTER-009,Office Printer,1,16783,Bronze,2026-07-03,2026-07-06
ORD-1287,CUST-0287,Tagaytay,Luzon,SKU-SSD-012,External SSD,2,18865,Gold,2026-07-01,2026-07-02
ORD-1288,CUST-0288,Manila,Metro Manila,SKU-HEADSET-004,Wireless Headset,1,4507,Silver,2026-07-04,2026-07-06
ORD-1289,CUST-0289,General Santos,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,1,6557,Bronze,2026-07-02,2026-07-04
ORD-1290,CUST-0290,Pasig City,Metro Manila,SKU-SPEAKER-011,Bluetooth Speaker,5,35974,Gold,2026-06-29,2026-06-30
ORD-1291,CUST-0291,San Fernando,Luzon,SKU-MOUSE-008,Gaming Mouse,1,3709,Bronze,2026-07-01,2026-07-02
ORD-1292,CUST-0292,Cagayan de Oro,Mindanao,SKU-ROUTER-010,WiFi Router,5,45354,Platinum,2026-06-29,2026-07-01
ORD-1293,CUST-0293,Batangas City,Luzon,SKU-MONITOR-005,27-inch Monitor,1,14837,Bronze,2026-07-03,2026-07-07
ORD-1294,CUST-0294,Makati City,Metro Manila,SKU-TABLET-003,Tablet Air,4,92205,Silver,2026-07-02,2026-07-05
ORD-1295,CUST-0295,Zamboanga City,Mindanao,SKU-PHONE-002,Smartphone X,1,28567,Silver,2026-07-05,2026-07-08
ORD-1296,CUST-0296,Zamboanga City,Mindanao,SKU-SSD-012,External SSD,1,10551,Platinum,2026-06-30,2026-07-03
ORD-1297,CUST-0297,Makati City,Metro Manila,SKU-PHONE-002,Smartphone X,1,28834,Gold,2026-07-04,2026-07-07
ORD-1298,CUST-0298,Zamboanga City,Mindanao,SKU-CAMERA-006,Action Camera,1,38853,Silver,2026-07-06,2026-07-08
ORD-1299,CUST-0299,Zamboanga City,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,1,6388,Silver,2026-07-05,2026-07-06
ORD-1300,CUST-0300,Bacolod City,Visayas,SKU-SSD-012,External SSD,1,10117,Silver,2026-07-05,2026-07-08
ORD-1301,CUST-0301,Zamboanga City,Mindanao,SKU-CAMERA-006,Action Camera,1,40910,Bronze,2026-07-03,2026-07-05
ORD-1302,CUST-0302,Taguig City,Metro Manila,SKU-TABLET-003,Tablet Air,1,21156,Silver,2026-07-05,2026-07-06
ORD-1303,CUST-0303,San Fernando,Luzon,SKU-PHONE-002,Smartphone X,2,56212,Gold,2026-07-05,2026-07-06
ORD-1304,CUST-0304,Pasig City,Metro Manila,SKU-SSD-012,External SSD,3,28578,Platinum,2026-07-02,2026-07-05
ORD-1305,CUST-0305,Zamboanga City,Mindanao,SKU-TABLET-003,Tablet Air,1,21378,Silver,2026-07-06,2026-07-07
ORD-1306,CUST-0306,Tacloban City,Visayas,SKU-KEYBOARD-007,Mechanical Keyboard,1,6088,Gold,2026-07-04,2026-07-06
ORD-1307,CUST-0307,Batangas City,Luzon,SKU-ROUTER-010,WiFi Router,2,18246,Silver,2026-07-01,2026-07-03
ORD-1308,CUST-0308,Cagayan de Oro,Mindanao,SKU-ROUTER-010,WiFi Router,1,8976,Platinum,2026-07-06,2026-07-08
ORD-1309,CUST-0309,Manila,Metro Manila,SKU-MONITOR-005,27-inch Monitor,1,14109,Platinum,2026-07-02,2026-07-04
ORD-1310,CUST-0310,Zamboanga City,Mindanao,SKU-CAMERA-006,Action Camera,1,41014,Gold,2026-07-06,2026-07-11
ORD-1311,CUST-0311,Cagayan de Oro,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,1,6344,Gold,2026-07-04,2026-07-05
ORD-1312,CUST-0312,San Fernando,Luzon,SKU-TABLET-003,Tablet Air,2,42999,Silver,2026-07-06,2026-07-11
ORD-1313,CUST-0313,Davao City,Mindanao,SKU-SSD-012,External SSD,1,9487,Gold,2026-07-05,2026-07-08
ORD-1314,CUST-0314,Davao City,Mindanao,SKU-HEADSET-004,Wireless Headset,1,4318,Bronze,2026-07-05,2026-07-09
ORD-1315,CUST-0315,Batangas City,Luzon,SKU-ROUTER-010,WiFi Router,1,8948,Silver,2026-07-05,2026-07-08
ORD-1316,CUST-0316,General Santos,Mindanao,SKU-SSD-012,External SSD,3,28878,Silver,2026-06-30,2026-07-01
ORD-1317,CUST-0317,General Santos,Mindanao,SKU-TABLET-003,Tablet Air,2,43696,Bronze,2026-07-05,2026-07-10
ORD-1318,CUST-0318,Baguio City,Luzon,SKU-PHONE-002,Smartphone X,1,28023,Silver,2026-07-02,2026-07-04
ORD-1319,CUST-0319,Tagaytay,Luzon,SKU-TABLET-003,Tablet Air,1,23532,Bronze,2026-06-30,2026-07-02
ORD-1320,CUST-0320,Pasig City,Metro Manila,SKU-PHONE-002,Smartphone X,3,84772,Gold,2026-07-04,2026-07-06
ORD-1321,CUST-0321,Iloilo City,Visayas,SKU-PRINTER-009,Office Printer,1,17149,Silver,2026-07-06,2026-07-09
ORD-1322,CUST-0322,Pasig City,Metro Manila,SKU-MONITOR-005,27-inch Monitor,1,14996,Gold,2026-06-29,2026-07-03
ORD-1323,CUST-0323,Cebu City,Visayas,SKU-SSD-012,External SSD,1,9853,Bronze,2026-07-01,2026-07-03
ORD-1324,CUST-0324,Clark,Luzon,SKU-HEADSET-004,Wireless Headset,2,9055,Gold,2026-07-01,2026-07-04
ORD-1325,CUST-0325,Quezon City,Metro Manila,SKU-SSD-012,External SSD,2,20415,Bronze,2026-07-05,2026-07-07
ORD-1326,CUST-0326,Iloilo City,Visayas,SKU-MONITOR-005,27-inch Monitor,2,30564,Gold,2026-06-30,2026-07-03
ORD-1327,CUST-0327,San Fernando,Luzon,SKU-TABLET-003,Tablet Air,1,23367,Bronze,2026-06-30,2026-07-02
ORD-1328,CUST-0328,Tagaytay,Luzon,SKU-SPEAKER-011,Bluetooth Speaker,1,7165,Silver,2026-07-05,2026-07-08
ORD-1329,CUST-0329,Clark,Luzon,SKU-ROUTER-010,WiFi Router,1,8727,Gold,2026-07-03,2026-07-08
ORD-1330,CUST-0330,Manila,Metro Manila,SKU-CAMERA-006,Action Camera,1,37766,Silver,2026-07-01,2026-07-03
ORD-1331,CUST-0331,Zamboanga City,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,2,12804,Silver,2026-07-05,2026-07-06
ORD-1332,CUST-0332,Cebu City,Visayas,SKU-PRINTER-009,Office Printer,1,17146,Silver,2026-07-01,2026-07-03
